nombre,direccion,CP,ciudad,provincia,telefono,pagina_web,actividad,actividades relacionadas,marcas,descripcion,iframe_mapa,imagen_principal,facebook,instagram,x,youtube,horario,descripcion_SEO
ULMA CARRETILLAS ELEVADORAS,"Calle Carlos Jiménez Díaz (Pol. Ind. La Garena), S/N BAJO(PARC-150)",28806.0,Alcalá de Henares,Madrid,918781422.0,http://www.ulmacarretillas.com?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,CARRETILLAS ELEVADORAS: VENTA Y ALQUILER,[],['MITSUBISHI'],"Carretillas elevadoras.ULMA CARRETILLAS ELEVADORAS.es un negocio ubicado en Calle Carlos Jiménez Díaz (Pol. Ind. La Garena), S/N BAJO(PARC-150),.Alcalá de Henares...El negocio trabaja con marcas como MITSUBISHI, NICHIYU y dispone de productos como CARRETILLAS NUEVAS Y USADAS, APILADORES, SERVICIO DE MANUTENCIÓN. El horario de apertura para hoy sábado es 10:00-14:00..Puedes contactar con este negocio en el número de teléfono 918781422, en la web y a través del formulario de contacto..Valora los servicios de.ULMA CARRETILLAS ELEVADORAS., dejando tu opinión y subiendo alguna fotografía relacionada con este negocio.","<iframe src='https://www.google.com/maps?q=40.486406258,-3.401136119&z=15&output=embed' width='600' height='450' style='border:0;' allowfullscreen loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>",//estaticos.paginasamarillas.es/paginasamarillas/9_11_2/ficha/images/empty.png,,,,,"<div class=""collapse"" id=""horario""><p><b>Lunes</b><time data-yext=""openingHours"" datetime=""Mo 10:00-14:00 "" itemprop=""openingHours""> 10:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Mo 17:00-20:00"" itemprop=""openingHours""> 17:00-20:00 </time></p><p><b>Martes</b><time data-yext=""openingHours"" datetime=""Tu 10:00-14:00 "" itemprop=""openingHours""> 10:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Tu 17:00-20:00"" itemprop=""openingHours""> 17:00-20:00 </time></p><p><b>Miércoles</b><time data-yext=""openingHours"" datetime=""We 10:00-14:00 "" itemprop=""openingHours""> 10:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""We 17:00-20:00"" itemprop=""openingHours""> 17:00-20:00 </time></p><p><b>Jueves</b><time data-yext=""openingHours"" datetime=""Th 10:00-14:00 "" itemprop=""openingHours""> 10:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Th 17:00-20:00"" itemprop=""openingHours""> 17:00-20:00 </time></p><p><b>Viernes</b><time data-yext=""openingHours"" datetime=""Fr 10:00-14:00 "" itemprop=""openingHours""> 10:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Fr 17:00-20:00"" itemprop=""openingHours""> 17:00-20:00 </time></p><p><b>Sábado</b><time data-yext=""openingHours"" datetime=""Sa 10:00-14:00"" itemprop=""openingHours""> 10:00-14:00 </time></p><p><b>Domingo</b> Cerrado </p></div>","ULMA CARRETILLAS ELEVADORAS ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcalá de Henares, Madrid. Somos referentes en el sector de CARRETILLAS ELEVADORAS: VENTA Y ALQUILER, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como ['MITSUBISHI'], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcalá de Henares con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Madrid."
Desguaces Alcalá,"Carretera Granada, S/N KM390.5",23680.0,Alcalá la Real,Jaén,953582428.0,http://www.gruasalcala.com?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,GRUAS CAMION Y MOVILES: SERVICIOS,[],[],"Grúas hasta 80 TN, góndolas, camiones pluma y transportes especiales..Alquiler plataformas articuladas y tijeras..Trabajamos para las provincias de Jaén, Granada y Córdoba.","<iframe src='https://www.google.com/maps?q=37.461612821,-3.918808748&z=15&output=embed' width='600' height='450' style='border:0;' allowfullscreen loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>",//estaticos.paginasamarillas.es/paginasamarillas/9_11_2/ficha/images/empty.png,https://facebook.com/Deguacesalcala,,https://x.com/Desguacesalcala,,"<div class=""collapse"" id=""horario""><p><b>Lunes</b><time data-yext=""openingHours"" datetime=""Mo 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Mo 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Martes</b><time data-yext=""openingHours"" datetime=""Tu 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Tu 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Miércoles</b><time data-yext=""openingHours"" datetime=""We 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""We 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Jueves</b><time data-yext=""openingHours"" datetime=""Th 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Th 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Viernes</b><time data-yext=""openingHours"" datetime=""Fr 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Fr 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Sábado</b> Cerrado </p><p><b>Domingo</b> Cerrado </p></div>","Desguaces Alcalá ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcalá la Real, Jaén. Somos referentes en el sector de GRUAS CAMION Y MOVILES: SERVICIOS, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcalá la Real con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Jaén."
Grúas Alcalá,"Carretera Nacional 432 km. 390,5",23680.0,Alcalá la Real,Jaén,953582428.0,http://www.gruasalcala.com?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,Grúas camión y móviles: servicios,[],[],"Alquiler de grúas, transportes especiales, camiones plumas, plataformas elevadoras y de tijera y grúas de alto tonelaje..Grúas hasta 80 TN, góndolas, camiones pluma. Plataformas elevadoras y de tijera.Transportes especiales",,https://multimedia.paginasamarillas.es/adsContentSrv/11344942-1-eULepweOAU/939adb2b-9c25-46c6-85d1-8c949865d5cd/fotocamionescontorva12015_250x0.png,,,,,"<div class=""collapse"" id=""horario""><p><b>Lunes</b><time data-yext=""openingHours"" datetime=""Mo 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Mo 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Martes</b><time data-yext=""openingHours"" datetime=""Tu 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Tu 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Miércoles</b><time data-yext=""openingHours"" datetime=""We 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""We 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Jueves</b><time data-yext=""openingHours"" datetime=""Th 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Th 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Viernes</b><time data-yext=""openingHours"" datetime=""Fr 09:00-14:00 "" itemprop=""openingHours""> 09:00-14:00 </time> y <time data-yext=""openingHours"" datetime=""Fr 16:00-19:00"" itemprop=""openingHours""> 16:00-19:00 </time></p><p><b>Sábado</b> Cerrado </p><p><b>Domingo</b> Cerrado </p></div>","Grúas Alcalá ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcalá la Real, Jaén. Somos referentes en el sector de Grúas camión y móviles: servicios, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcalá la Real con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Jaén."
Kiloutou Alquiler De Maquinaria,"Avenida Zaragoza, 123",44600.0,Alcañiz,Teruel,978587007.0,http://www.kiloutou.com?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,MAQUINARIA: ALQUILER,[],[],"Kiloutou Alquiler De Maquinaria.es un negocio ubicado en Avenida Zaragoza, 123,.Alcañiz...Puedes contactar con este negocio en el número de teléfono 978587007, en la web y a través del formulario de contacto..Valora los servicios de.Kiloutou Alquiler De Maquinaria., dejando tu opinión y subiendo alguna fotografía relacionada con este negocio.","<iframe src='https://www.google.com/maps?q=41.0506948,-0.159934&z=15&output=embed' width='600' height='450' style='border:0;' allowfullscreen loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>",//estaticos.paginasamarillas.es/paginasamarillas/9_11_2/ficha/images/empty.png,,,,,,"Kiloutou Alquiler De Maquinaria ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcañiz, Teruel. Somos referentes en el sector de MAQUINARIA: ALQUILER, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcañiz con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Teruel."
"Antonio El Patillas Alquiler de Contenedores, Transporte y Grúa","Avenida Cristo Yacente, 46",30820.0,Alcantarilla,Murcia,659703183.0,http://www.antonioelpatillasalquilerdecontenedorestransporteygrua.es?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,Contenedores (alquiler),"['Grúas camión y móviles (fabricación)', 'Grúas camión y móviles: servicios', 'Camiones basculantes (fabricación)', 'Transportes internacionales por carretera', 'Transportes de materiales de construcción y desecho', 'Transportes en contenedor', 'Transportes forestales', 'Transportes de mercancías']",[],"Servicio dirigido a particulares, empresas y ayuntamientos..Precios muy competitivos, ajustados a cada obra",,https://multimedia.paginasamarillas.es/adsContentSrv/200390086-1-c0GWvFXZz3/b62b1fdb-e7fb-4c00-9b76-8e184965537d/200390086-1-c0GWvFXZz31681278112144_250x0.png,,,,,,"Antonio El Patillas Alquiler de Contenedores, Transporte y Grúa ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcantarilla, Murcia. Somos referentes en el sector de Contenedores (alquiler), proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como ['Grúas camión y móviles (fabricación)', 'Grúas camión y móviles: servicios', 'Camiones basculantes (fabricación)', 'Transportes internacionales por carretera', 'Transportes de materiales de construcción y desecho', 'Transportes en contenedor', 'Transportes forestales', 'Transportes de mercancías'], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcantarilla con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Murcia."
Láser Aliaga Murcia,"Calle Uruguay (Pol. Ind. Oeste), S/N",30820.0,Alcantarilla,Murcia,619993251.0,http://www.laseraliaga.es?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,MAQUINARIA: ALQUILER,[],[],"Maquinaria.Láser Aliaga Murcia.es un negocio ubicado en Calle Uruguay (Pol. Ind. Oeste), S/N,.Alcantarilla...Puedes contactar con este negocio en el número de teléfono 619993251, en la web y a través del formulario de contacto..Valora los servicios de.Láser Aliaga Murcia., dejando tu opinión y subiendo alguna fotografía relacionada con este negocio.","<iframe src='https://www.google.com/maps?q=37.959185971,-1.196479525&z=15&output=embed' width='600' height='450' style='border:0;' allowfullscreen loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>",//estaticos.paginasamarillas.es/paginasamarillas/9_11_2/ficha/images/empty.png,,,,,,"Láser Aliaga Murcia ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcantarilla, Murcia. Somos referentes en el sector de MAQUINARIA: ALQUILER, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcantarilla con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Murcia."
Mqh Maqhersan,Avenida del Descubrimiento BAJO;PARCELA 9-1,30169.0,Alcantarilla,Murcia,968836415.0,https://maqhersanshopping.com/,Maquinaria en general,"['Ascensores y montacargas: instalación y reparación', 'Plataformas elevadoras móviles de personal: alquiler', 'Elevadores de vehículos (fabricación)', 'Plataformas y sillas montaescaleras (fabricación)']","['IMER', 'LANA', 'SIMA', 'BELLOTA', 'BOSCH']","Instalación, reparación y mantenimiento de ascensores, montacargas, elevadores y salva escaleras..Venta, alquiler y reparación de maquinaria..Elevadores unifamiliares a medida.",,https://multimedia.paginasamarillas.es/adsContentSrv/200185783-5-20drJLKxh7/22b7d3c2-888b-410a-be4e-ff37cb2c03ca/200185783-5-20drJLKxh71581003961795_250x0.png,,,,,,"Mqh Maqhersan ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcantarilla, Murcia. Somos referentes en el sector de Maquinaria en general, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como ['Ascensores y montacargas: instalación y reparación', 'Plataformas elevadoras móviles de personal: alquiler', 'Elevadores de vehículos (fabricación)', 'Plataformas y sillas montaescaleras (fabricación)'], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como ['IMER', 'LANA', 'SIMA', 'BELLOTA', 'BOSCH'], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcantarilla con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Murcia."
Verema,"Carretera Almadén-Posadas, 3 BAJO",14480.0,Alcaracejos,Córdoba,670700028.0,,Carretillas (venta y alquiler),[],[],CARRETILLAS: VENTA Y ALQUILER,,//estaticos.paginasamarillas.es/paginasamarillas/9_11_2/ficha/images/img-generica.jpg,https://www.facebook.com/no,,,,,"Verema ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcaracejos, Córdoba. Somos referentes en el sector de Carretillas (venta y alquiler), proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcaracejos con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Córdoba."
Excavaciones Y Transportes Botija,"Calle Aurelio Serrano, 37",13600.0,Alcázar de San Juan,Ciudad real,926544777.0,http://www.excavacionesytransportesbotija.com?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,Transportes: agencias,"['EXCAVACIONES', 'RESIDUOS DE CONSTRUCCION Y DEMOLICION: RECICLAJE', 'MAQUINARIA PARA LA CONSTRUCCION: ALQUILER', 'Maquinaria para la construcción (alquiler)']",[],Profesionales en excavaciones y transportes..Contamos con un equipo de albañilería para derribos..Realizamos presupuestos sin compromiso.,,https://multimedia.paginasamarillas.es/adsContentSrv/22733950-1-CX9w6fpTWG/b266e268-c142-4c86-93e0-090a813f0434/IMG_7718_250x0.png,https://www.facebook.com/pages/Excavaciones-y-transportes-Botija/458284131025193,,,,,"Excavaciones Y Transportes Botija ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcázar de San Juan, Ciudad real. Somos referentes en el sector de Transportes: agencias, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como ['EXCAVACIONES', 'RESIDUOS DE CONSTRUCCION Y DEMOLICION: RECICLAJE', 'MAQUINARIA PARA LA CONSTRUCCION: ALQUILER', 'Maquinaria para la construcción (alquiler)'], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcázar de San Juan con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Ciudad real."
Alquibelsan,"Calle La Granja, 9",28108.0,Alcobendas,Madrid,916287400.0,http://www.rehabilitacionesdellevante.com?utm_campaign=paginasamarillas&utm_source=paginasamarillas&utm_medium=referral,MAQUINARIA: ALQUILER,[],[],"Maquinaria.Alquibelsan.es un negocio ubicado en Calle La Granja, 9,.Alcobendas...Puedes contactar con este negocio en el número de teléfono 916287400, en la web y a través del formulario de contacto..Valora los servicios de.Alquibelsan., dejando tu opinión y subiendo alguna fotografía relacionada con este negocio.","<iframe src='https://www.google.com/maps?q=40.52807,-3.65874&z=15&output=embed' width='600' height='450' style='border:0;' allowfullscreen loading='lazy' referrerpolicy='no-referrer-when-downgrade'></iframe>",//estaticos.paginasamarillas.es/paginasamarillas/9_11_2/ficha/images/empty.png,,,,,,"Alquibelsan ofrece servicios especializados en alquiler de maquinaria y equipos profesionales en Alcobendas, Madrid. Somos referentes en el sector de MAQUINARIA: ALQUILER, proporcionando soluciones de renta de maquinaria industrial para trabajos de construcción, mantenimiento y proyectos técnicos. Contamos con maquinaria profesional para actividades como [], adaptada a las necesidades de empresas y autónomos. Nuestro catálogo incluye marcas de calidad como [], garantizando rendimiento y fiabilidad. Si buscas servicios de alquiler en Alcobendas con asesoramiento experto y disponibilidad inmediata, somos tu mejor opción en la provincia de Madrid."
