nombre,categoria,rating,reviews,horario,direccion,ciudad,provincia,web,telefono,mapa,imagen,reseña
Lidl,Supermercado de descuentos,"4,2",1530,"lunes, De 9:00 a 22:00; martes, De 9:00 a 22:00; miércoles, De 9:00 a 22:00; jueves, De 9:00 a 22:00; viernes, De 9:00 a 22:00; sábado, De 9:00 a 22:00; domingo, Cerrado","C. Rda. del Ferrocarril, 90, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,https://www.lidl.es/,900 958 311,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.698949530706!2d-2.938854603210483!3d42.68891899999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9aa665edb7f3%3A0x529dc4ce8c47d139!2sLidl!5e0!3m2!1ses!2ses!4v1748728512452!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrTxiyBcmUUfzwQRYE_SoY_dBmTLFa1OpT_rE3yrHcldgogOGQXY2pGrCb7hhlop0EMyJJfYSF0pLCXKGE_JTr664BorayMfD-8NH-aGhnNMiuFYOHtnriRA3a_kKPqpUijHm5zhw=w408-h306-k-no,"Lidl, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Me gustan muchos de sus productos! buena marca y económica!."
Lupa Supermercados,Supermercado,"4,2",263,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","C. Rda. del Ferrocarril, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,http://lupa.com/,900 200 328,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.8180158440223!2d-2.936462203210448!3d42.686397100000015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f913e91a2f3c3%3A0xceb78409ab84c848!2sLupa%20Supermercados!5e0!3m2!1ses!2ses!4v1748728470189!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMP3qA15SBYDl6WUJWP8ygi2Rx3kbHINLH-Pw4G=w408-h306-k-no,"Lupa Supermercados, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Excelente el trato por l@s empleados.Muy buen género de carnes y pescados a muy buen precio.."
Mercadona,Supermercado,"4,3",2192,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 15:00; domingo, Cerrado","Polígono Las Californias, C. Riberas del Ebro, 9, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,https://www.mercadona.es/,947 42 65 99,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.4483577344395!2d-2.95703640321045!3d42.694226300000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9a93c1d9a709%3A0x984543e21038eae0!2sMercadona!5e0!3m2!1ses!2ses!4v1748728361345!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npva-ugwO8i55ZbBrplvDfeFsVJYyWYkbQBkoXN0al22oLSrPpXqVucTup3wzYqATnO42RvIBnjWwk8HD7YqmChhhDVsRQH7jbC1LUEjuGTjCR0mzyZ7UUIJWHPu7w-PoaShn1s=w408-h305-k-no,"Mercadona, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Visto uno, vistos todos. Vamos a empezar a catalogar los Mercadona por los pantalones y lo que los rellenan... Por diferenciarlos en algo... No sé..😁😁 Pero.. Gracias Roig, tu sabes atraernos a tus supermercados.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Mercadona,Supermercado,4,74,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, Cerrado; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","C. Vitoria, 20, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,,900 500 103,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.826174032053!2d-2.9540090032104462!3d42.68622429999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9be3e4b231c9%3A0x674255efec0b3da1!2sMercadona!5e0!3m2!1ses!2ses!4v1748728444191!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npb2ck_bpLvhrKnmYC7csSxvm6EeZBWaBU3Qj6fdIVgIaabmC1QbVq4GCaUzrpHKEb6fVb8RQl_tzH1jKZHxY7dqb0zjK9S89JQqL0vwzUy8EPBzgR6MuaNE71aiyJv216dql4=w408-h306-k-no,"Mercadona, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Malos cachopos. La bandeja de cachopos de ternera: malos, para mi gusto: el tipo de jamón y el tipo de loncha de queso que le han puesto le da muy mal sabor. En los filetes han puesto la carne con nervios y trozo d grasa que sabe fatal. Esperaba que fuesen sabrosos como un escalope y me encuentro la desagradable sorpresa del mal gusto de jamón y queso, me ha parecido mala calidad. El primer cachopo lo tuve que tirar, sólo me sabía bien, el empanado.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Pastelería Bornachea,Pastelería,4,83,"lunes, De 9:00 a 14:00, De 17:00 a 20:00; martes, De 9:00 a 14:00, De 17:00 a 20:00; miércoles, De 9:00 a 14:00, De 17:00 a 20:00; jueves, De 9:00 a 14:00, De 17:00 a 20:00; viernes, De 9:00 a 14:00, De 17:00 a 20:00; sábado, De 9:00 a 14:30; domingo, De 9:00 a 14:30","C. La Estación, 29, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,,947 31 01 98,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.6807664889616!2d-2.944059942363403!3d42.68930411775957!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9aa33a04199d%3A0x79ad55a69fbf1024!2sPasteler%C3%ADa%20Bornachea!5e0!3m2!1ses!2ses!4v1748728293215!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozGcRDoPn7FEOokadeTgplZaD44VNT8m0xwwgB353Lq7zwZxfehZs_v6Sm5cGPuz0zS6CgKAigVHngtyQJvkw1V7P2KQ6Kp-Rf9_DL2ALRAi0xNZFiGuN72wC7YAnrncPXHbUO=w408-h306-k-no,"Pastelería Bornachea, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Compre dos palmeras y unos bombones. Los bombones estaban buenos pero las palmeras son incomibles el hojaldre no puede ser peor malo y seco como que fuese margarinas hidrogenadas, la palmera de coco lo es porque lleva coco porque el relleno es mantequilla batida, y la otra que compré de caramelo con lotus igual de mala o peor.."
Pastelería Sabando,Pastelería,"4,6",110,"lunes, De 9:30 a 14:00, De 17:00 a 20:00; martes, De 9:30 a 14:00, De 17:00 a 20:00; miércoles, De 9:30 a 14:00, De 17:00 a 20:00; jueves, De 9:30 a 14:00, De 17:00 a 20:00; viernes, De 9:30 a 14:00, De 17:00 a 20:00; sábado, De 9:00 a 14:30; domingo, De 9:00 a 14:30","C. San Agustín, 13, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,,947 32 05 58,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.8797917371285!2d-2.9511056032104497!3d42.6850886!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9aa35d6cdcf9%3A0xe154602c4bfd5965!2sPasteler%C3%ADa%20Sabando!5e0!3m2!1ses!2ses!4v1748728371229!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPrBMIRMJdyEtH3Ye20_QQpxK-nIWPn1hCfXbNscX7BLz4jPCp4qOGUejt-8Y5vgSnOiUgPLgfjPRphVmxT-cn8_FqypArCOKhqwr5XiC0RYLMGGzkDjMNSaFFRDsZHVelhhZYGg=w408-h306-k-no,"Pastelería Sabando, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Hemos pedido dos palmeras y la verdad es que estaban muy buenas, se nota que son de buena calidad. Sin embargo, nos ha parecido que el precio es algo elevado para el tamaño que tienen, ya que cada una cuesta 4,20 €. Aun así, volveremos para probar otros dulces, porque la pastelería promete.."
Restaurante Mercado by La Roca,Restaurante,"4,2",565,"lunes, Cerrado; martes, De 13:00 a 16:00, De 20:30 a 22:45; miércoles, De 13:00 a 16:00, De 20:30 a 22:45; jueves, De 13:00 a 16:00, De 20:30 a 22:45; viernes, De 13:00 a 16:00, De 20:30 a 23:30; sábado, De 13:30 a 16:00, De 20:30 a 23:30; domingo, De 13:30 a 16:00","C. Juan R. Jiménez, 33, bajo, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,https://www.la-roca.es/mercado,947 45 76 86,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.8797917371285!2d-2.9511056032104497!3d42.6850886!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9b242a4d49cd%3A0x656a9eb4ccb6046a!2sRestaurante%20Mercado%20by%20La%20Roca!5e0!3m2!1ses!2ses!4v1748728381891!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrLsoqMTo4081qVex8TwV_LwRuAeKMcQkkToW8nceodqcjH_ic9foEydZqrUh5eosumdToujWueaOWk6Pyx14clsan8gt47lQVsJRq-99sZCos9VH-r3bX3ASFrnw0G1L9S58xYg=w408-h252-k-no,"Restaurante Mercado by La Roca, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: No me ha gustado este restaurante y tuvimos una cena que nos ha dejado con mal sabor de boca.  Hicimos reserva por la web y al llegar nos sentaron en una mesa con vistas a la pared, me ha dado la sensación que las mejores mesas las dejan para sus amigos. Pedimos navajas a la plancha con salsa de limón y estaban insípidas. Las pizzas parecían buenas pero se quedaron muy duras  y el relleno era muy flojo. La “Mercado” tenía poco queso y la que llevaba pulpo y grelos estaba horrorosa.  El vino blanco Muga era bueno pero eso no tiene ningún mérito.  Lo mejor, los postres que estaban muy ricos.  Pedimos coulant de chocolate con salsa de maracuyá y torrija caramelizada. El servicio es vergonzoso y siempre te están “metiendo prisa”. La nuestra reserva era de las 21h a las 22:45 y sin terminar las pizzas, no eran ni las 22h, ya nos estaban preguntando si queríamos postre. Y no satisfechas nos dejaron la carta en la mesa. Siempre con prisas… La sensación que ha dado es que los clientes no les importa nada. Y el local no es tan bonito como comentan en las reseñas. Un local que no aporta nada y que no pienso volver.  Nada recomendable!   En respuesta a vuestra contestación a mi reseña,  en ningún momento he despreciado vuestro trabajo ya que no hace falta hacerlo, vuestras pizzas y servicio hablan por sí y su manera de contestar deja patente vuestra soberbia. Y me hace gracia que no dijo nada de las prisas en vaciar las mesas. Que buen servicio tenéis!!!! Si está siempre lleno que bien para usted ya que su ego es más grande que su restaurante.  Y las críticas son construtivas y hay que ser más humilde. Y por tu soberbia bajo para una estrella.."
Suite Café,Bar,4,507,"lunes, De 9:00 a 23:00; martes, De 9:00 a 23:00; miércoles, De 9:00 a 23:00; jueves, De 9:00 a 23:00; viernes, De 9:00 a 1:00; sábado, De 9:00 a 1:00; domingo, De 9:00 a 23:00","Parque Antonio Machado, 6, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,http://suite.cafe/,686 04 90 11,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.6807664889616!2d-2.944059942363403!3d42.68930411775957!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9aa2eeae8631%3A0xc30cfe60d1aad5ee!2sSuite%20Caf%C3%A9!5e0!3m2!1ses!2ses!4v1748728310282!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPRQrGe8ZIFiu-vhojN6hSEd_d1az1oTRNS0rim=w426-h240-k-no,"Suite Café, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Da gusto disfrutar de un barraquito, como los de Tenerife, hecho con cariño y mucho amor, en un café de referencia en Miranda de Ebro,. Gracias, gracias, gracias, por vuestro cariño y paciencia para con vuestr@s/es clientes.."
TEDi Comercio S.L.U.,Tienda de artículos para el hogar,4,348,"lunes, De 10:00 a 21:00; martes, De 10:00 a 21:00; miércoles, De 10:00 a 21:00; jueves, De 10:00 a 21:00; viernes, De 10:00 a 21:00; sábado, De 10:00 a 21:00; domingo, Cerrado","C. Arenal, 71, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,https://www.tedi.com/stores/8166/ES/Castilla-y-Le%C3%B3n/Miranda-de-Ebro/Burgos/Calle-Arenal-71,961 36 79 00,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.8205652806478!2d-2.9485094032104455!3d42.68634310000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9aa3c78c0001%3A0xa5dc13e38e4463d3!2sTEDi%20Comercio%20S.L.U.!5e0!3m2!1ses!2ses!4v1748728584313!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nosOVbySKnLFLsBkMUQuym3hZJWLKeu-R1KyDzqcuEvJhr226N-n0ZGUJ4TGSIN7Ug5vomKbSj4LauqD_NR45jvR7tZkXl4keOGM5YotbSRnvNuWJ4oO_juWuMWCABfwsDhu_A=w408-h600-k-no,"TEDi Comercio S.L.U., ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Eran las 8:48 y cuando he entrado,me dice la chica,está cerrado, tenemos que limpiar,la pregunto por algo,y ni siquiera me mira,sigue barriendo,el horario que pone es de 9 :30de la mañana a9 de tarde , entiendo que quieran salir a su ,hora , pero un poquito más amabilidad,no vuelvo a entrar."
Tómbola Gastro Bar,Bar restaurante,4,1033,"lunes, Cerrado; martes, Cerrado; miércoles, De 12:30 a 16:00, De 19:30 a 23:30; jueves, De 12:30 a 16:30, De 19:30 a 23:30; viernes, De 12:00 a 16:00, De 19:00 a 0:30; sábado, De 12:00 a 1:00; domingo, De 12:30 a 23:00","Pl. de España, 11, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,http://restaurantetombola.com/,947 10 97 75,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.974428399954!2d-2.9572826032104746!3d42.68308400000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9abbdd38d419%3A0x5cd348ccbf5329a!2sT%C3%B3mbola%20Gastro%20Bar!5e0!3m2!1ses!2ses!4v1748728343751!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipP3mUvmd_0ZDLbijF-GqSld3-8dwZfVYiBTtXCr=w408-h306-k-no,"Tómbola Gastro Bar, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Edito reseña: Hemos vuelto a ir al restaurante y pedimos hamburguesas. Tod perfecto hasta que a mitad de comer una nos encontramos un montón de pelo en la carne. Por no montar escándalo llamamos a la camarera (que tardó una barbaridad en venir, veo que es algo habitual) y discretamente se lo dijimos.  Nos retiró el plato y ya. No sé disculparon ni compensaron de ninguna forma (que menos que no cobrarnos el plato que no pudimos comer por estar en mal estado!) Desde luego no vuelvo ni loco.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Vía Norte Abades,Bar restaurante,"4,1",600,"lunes, De 7:00 a 23:00; martes, De 7:00 a 23:00; miércoles, De 7:00 a 23:00; jueves, De 7:00 a 23:00; viernes, De 7:00 a 23:00; sábado, De 7:00 a 23:00; domingo, De 7:00 a 23:00","Camino Fuente Basilio, 09200 Miranda de Ebro, Burgos",Miranda de Ebro,Burgos,,947 34 72 44,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2932.7877009544254!2d-2.9666953032104493!3d42.68703920000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4f9ac177833b63%3A0x48727f619547aee!2sV%C3%ADa%20Norte%20Abades!5e0!3m2!1ses!2ses!4v1748728335375!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrq0H_O9_813fPE-fJKcYyyGzjjmJGyqgWbQtrda3oqpkza1oYjufmIwxnkP5cP_P-dKsf7ofke5Kr_6OFJpoxQydoJ41tSR_yJavEf9EfdM8Yoo53w9BN51CnBxhxGZ3NTRs-s=w408-h306-k-no,"Vía Norte Abades, ubicado en Miranda de Ebro, destaca según sus visitantes por comentarios como: Fuimos a comer de camino a Bilbao,lo encontré como siempre buscando reseñas en google y mereció la pena desviarnos un poquito en nuestro camino Pedimos dos menus del dia y genial..comida y servicio de 10 Muy recomendable para  quien quiera ir."
Hiper Maximo,,,,"lunes, De 9:30 a 21:30; martes, De 9:30 a 21:30; miércoles, De 9:30 a 21:30; jueves, De 9:30 a 21:30; viernes, De 9:30 a 21:30; sábado, De 9:30 a 21:30; domingo, Cerrado","Ctra. Bilbao, Ctra bilbao24, 24, 09200 Miranda de Ebro, Burgos",,Burgos,,,,,"Hiper Maximo, ubicado en , destaca según sus visitantes por comentarios como: No sé hacen cargo de los productos ni tan siquiera la garantía, en mi caso los dueños me intentaron deshacerse de mi factura para no pagar y acusando de que no sabía usar una máquina. He vuelto porque no me quedaba otra solución. Y de eso hace más de tres años. Gracias y pasar un buen día ha todos. Carretera Bilbao frente al choco.."
Crêperie Bar &quot;La Galettière&quot;,Crepería,"4,6",844,"lunes, De 11:45 a 14:00, De 18:00 a 21:30; martes, De 18:00 a 21:30; miércoles, Cerrado; jueves, De 18:00 a 21:30; viernes, De 11:45 a 14:00, De 18:00 a 21:30; sábado, De 11:45 a 14:00, De 18:00 a 21:30; domingo, De 11:45 a 14:00, De 18:00 a 21:30","Pl. de l&apos;Église, 56410 Erdeven, Francia","Erdeven, Francia",Francia,,+33 6 03 03 79 30,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2688.229237734198!2d-3.160612103210449!3d47.64111200000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x48106eb4b76a0373%3A0x96c25fd50ce262eb!2zQ3LDqnBlcmllIEJhciAiTGEgR2FsZXR0acOocmUi!5e0!3m2!1ses!2ses!4v1748726526111!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnEbHc8oLJ6FutAkDS-5rSc5DlIqNKRSVdFGnUPVuWgBspyA_EoYxrifgyxv9Hr9pY-m_3aFVCFg8JIHkjS9XA8EE8zL0xvv1m02yF8Y02JvBrV08Dcx_m2ENsB87V18TLynU=w408-h544-k-no,"Crêperie Bar &quot;La Galettière&quot;, ubicado en Erdeven, Francia, destaca según sus visitantes por comentarios como: Galettes y creps muy buenos, la sidra tambien, el ambiente agradable y autentico... Solo una queja, los calamares a la romana son congelados, no valen pena, son exactamente los mismos que te puedes freir en casa."
Vent de crêpes,Crepería,"4,7",66,"lunes, De 10:30 a 18:30; martes, De 10:30 a 18:30; miércoles, De 10:30 a 18:30; jueves, De 10:30 a 18:30; viernes, De 10:30 a 18:30; sábado, De 10:30 a 18:30; domingo, De 10:30 a 18:30","21 Rue du Guilvin, 56740 Locmariaquer, Francia","Locmariaquer, Francia",Francia,,+33 6 79 62 76 89,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2692.037684571402!2d-2.942107703210449!3d47.56705520000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x48100fd6e741be49%3A0x620ba6e802488fe0!2sVent%20de%20cr%C3%AApes!5e0!3m2!1ses!2ses!4v1748727558839!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfQhaYg7Tpy8sptXi_XY2MPNuv4TlfIieH6BgkZdEKrM6PDtnGTgkrwNSg9vHZrUPQQpnOxG4SRCxGBu_DF2C272Rm_MDg_vh-QTVXfxydUFs5-dtllikyN3YuUIMjBSUbwwpI=w408-h544-k-no,"Vent de crêpes, ubicado en Locmariaquer, Francia, destaca según sus visitantes por comentarios como: Habíamos salido sólo para tomar algo pero nos dejamos tentar empezando solo con una tortita andouille con una excelente sidra como aperitivo..y acabamos quedándonos allí a comer hasta el postre!! Los crepes y los panqueques son absolutamente fabulosos. Una dirección auténticamente bretona desde todos los puntos de vista, que merece la pena visitar con la amabilidad del creperista, un verdadero bretón, y del camarero.."
Breizh Café,Crepería,"4,2",4725,"lunes, De 9:00 a 23:00; martes, De 9:00 a 23:00; miércoles, De 9:00 a 23:00; jueves, De 9:00 a 23:00; viernes, De 9:00 a 23:00; sábado, De 9:00 a 23:00; domingo, De 9:00 a 23:00","109 Rue Vieille du Temple, 75003 Paris, Francia","París, Francia",Francia,https://www.breizhcafe.com/,+33 1 42 72 13 77,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2624.873603067951!2d2.3570429967895508!3d48.86062060000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x47e66e0156712d97%3A0x26035d0c3486bba2!2sBreizh%20Caf%C3%A9!5e0!3m2!1ses!2ses!4v1748727606007!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrl5-NkExeNm0h9495rx7anE2jB_5x7inCRYI5FvqcPy5ygjhqPfHJX4d4xyS-iC4th_-99XLJkWmlL9JRvXV3V3Bf0mQCnIE8BwNGrolhrHXzLyR9W4jGL2Xgc9Hwc99we7JUXhA=w408-h306-k-no,"Breizh Café, ubicado en París, Francia, destaca según sus visitantes por comentarios como: Al final.. No se porque miramos las reseñas... La gente se quejaba de la indiferencia de los camareros y Tate... Ahi vamos y lo mismo 🤦.. Resumen.. Llegamos a las 15.00  4 personas... Uno de nosotros no iba a comer  nos dicen que tiene que…."
